Train Name,Date,Station Name,Scheduled Arrival Time,Actual Arrival Time,Scheduled Departure Time,Actual Departure Time,Distance Between Stations (km),Average Speed (km/h),Weather Condition,Temperature (C),Rainfall (mm),Visibility (km),Traffic Congestion,Platform Number,Cause of Delay (if any)
New Delhi Rajdhani Express (12302),2020-04-03,Dhanbad Jn,03:00,06:19,03:05,06:24,199,40.3,Thunderstorm,34.8,34.5,N/A,Medium,5,Speed restriction due to thunderstorm (34.5 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-03,Howrah Jn,09:55,13:07,None,None,259,38.6,Thunderstorm,34.8,34.5,N/A,Medium,5,Speed restriction due to thunderstorm (34.5 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-04,New Delhi,None,None,16:55,17:06,N/A,N/A,Thunderstorm,31.4,40.9,N/A,Medium,1,Speed restriction due to thunderstorm (40.9 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-04,Kanpur Central,21:00,21:12,21:05,21:17,439,107.1,Thunderstorm,31.4,40.9,N/A,Medium,5,Speed restriction due to thunderstorm (40.9 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-04,Pt Deen Dayal Upadhyaya Jn,23:35,23:48,23:45,23:58,347,130,Thunderstorm,31.4,40.9,N/A,Medium,3,Speed restriction due to thunderstorm (40.9 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-04,Gaya Jn,01:15,01:29,01:20,01:34,203,130,Thunderstorm,31.4,40.9,N/A,Medium,2,Speed restriction due to thunderstorm (40.9 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-04,Dhanbad Jn,03:00,03:13,03:05,03:18,199,120.6,Thunderstorm,31.4,40.9,N/A,Medium,2,Speed restriction due to thunderstorm (40.9 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-04,Howrah Jn,09:55,10:08,None,None,259,37.9,Thunderstorm,31.4,40.9,N/A,Medium,2,Speed restriction due to thunderstorm (40.9 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-05,New Delhi,None,None,16:55,16:56,N/A,N/A,Heatwave,47.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-05,Kanpur Central,21:00,21:14,21:05,21:19,439,102.1,Heatwave,47.7,N/A,N/A,Medium,4,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-05,Pt Deen Dayal Upadhyaya Jn,23:35,23:47,23:45,23:57,347,130,Heatwave,47.7,N/A,N/A,Medium,4,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-05,Gaya Jn,01:15,01:26,01:20,01:31,203,130,Heatwave,47.7,N/A,N/A,Medium,5,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-05,Dhanbad Jn,03:00,03:11,03:05,03:16,199,119.4,Heatwave,47.7,N/A,N/A,Medium,1,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-05,Howrah Jn,09:55,10:07,None,None,259,37.8,Heatwave,47.7,N/A,N/A,Medium,5,Speed restriction due to extreme heat (47.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-06,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,45.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-06,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Heatwave,45.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-06,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Heatwave,45.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-06,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,45.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-06,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Heatwave,45.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-06,Howrah Jn,09:55,10:06,None,None,259,37.0,Heatwave,45.6,N/A,N/A,Medium,3,Speed restriction due to extreme heat (45.6°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-07,New Delhi,None,None,16:55,16:56,N/A,N/A,High Wind,40.9,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-07,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,High Wind,40.9,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-07,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,High Wind,40.9,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-07,Gaya Jn,01:15,01:18,01:20,01:23,203,130,High Wind,40.9,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-07,Dhanbad Jn,03:00,03:15,03:05,03:20,199,106.6,High Wind,40.9,N/A,N/A,Low,3,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-04-07,Howrah Jn,09:55,10:11,None,None,259,37.8,High Wind,40.9,N/A,N/A,Low,1,Speed restriction due to high wind conditions
New Delhi Rajdhani Express (12302),2020-04-08,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,38.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-08,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Clear,38.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-08,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,38.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-08,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,38.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-08,Dhanbad Jn,03:00,03:03,03:05,03:08,199,115.9,Clear,38.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-08,Howrah Jn,09:55,09:58,None,None,259,37.9,Clear,38.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-09,New Delhi,None,None,16:55,16:58,N/A,N/A,Clear,32.0,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-09,Kanpur Central,21:00,21:01,21:05,21:06,439,108.4,Clear,32.0,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-09,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,32.0,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-09,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,32.0,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-09,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Clear,32.0,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-09,Howrah Jn,09:55,09:56,None,None,259,38.0,Clear,32.0,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-10,New Delhi,None,None,16:55,17:00,N/A,N/A,Clear,40.5,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-10,Kanpur Central,21:00,21:00,21:05,21:05,439,109.8,Clear,40.5,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-10,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,40.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-10,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Clear,40.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-10,Dhanbad Jn,03:00,03:00,03:05,03:05,199,121.8,Clear,40.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-10,Howrah Jn,09:55,09:56,None,None,259,37.8,Clear,40.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-11,New Delhi,None,None,16:55,17:23,N/A,N/A,Heatwave,43.7,N/A,N/A,Medium,2,Speed restriction due to extreme heat (43.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-11,Kanpur Central,21:00,21:23,21:05,21:28,439,109.8,Heatwave,43.7,N/A,N/A,Medium,4,Speed restriction due to extreme heat (43.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-11,Pt Deen Dayal Upadhyaya Jn,23:35,23:57,23:45,00:07,347,130,Heatwave,43.7,N/A,N/A,Medium,3,Speed restriction due to extreme heat (43.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-11,Gaya Jn,01:15,01:34,01:20,01:39,203,130,Heatwave,43.7,N/A,N/A,Medium,2,Speed restriction due to extreme heat (43.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-11,Dhanbad Jn,03:00,03:14,03:05,03:19,199,125.7,Heatwave,43.7,N/A,N/A,Medium,4,Speed restriction due to extreme heat (43.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-11,Howrah Jn,09:55,10:07,None,None,259,38.1,Heatwave,43.7,N/A,N/A,Medium,2,Speed restriction due to extreme heat (43.7°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-12,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,28.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-12,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Clear,28.1,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2020-04-12,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Clear,28.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-12,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,28.1,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-12,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Clear,28.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-12,Howrah Jn,09:55,09:55,None,None,259,37.9,Clear,28.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-13,New Delhi,None,None,16:55,16:56,N/A,N/A,Thunderstorm,40.5,19.5,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-13,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Thunderstorm,40.5,19.5,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-13,Pt Deen Dayal Upadhyaya Jn,23:35,23:38,23:45,23:48,347,130,Thunderstorm,40.5,19.5,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-13,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Thunderstorm,40.5,19.5,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-13,Dhanbad Jn,03:00,03:19,03:05,03:24,199,100.3,Thunderstorm,40.5,19.5,N/A,Medium,2,Speed restriction due to thunderstorm (19.5 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-13,Howrah Jn,09:55,10:14,None,None,259,37.9,Thunderstorm,40.5,19.5,N/A,Medium,4,Speed restriction due to thunderstorm (19.5 mm rainfall) - signal disruption risk
New Delhi Rajdhani Express (12302),2020-04-14,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,32.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-14,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Clear,32.3,N/A,N/A,Low,2,None
New Delhi Rajdhani Express (12302),2020-04-14,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,32.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-14,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,32.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-14,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Clear,32.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-14,Howrah Jn,09:55,09:57,None,None,259,37.7,Clear,32.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-15,New Delhi,None,None,16:55,16:57,N/A,N/A,Cloudy,36.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-15,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Cloudy,36.4,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2020-04-15,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Cloudy,36.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-15,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,36.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-15,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,36.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-15,Howrah Jn,09:55,09:56,None,None,259,37.9,Cloudy,36.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-16,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,47.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-16,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Heatwave,47.8,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-16,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Heatwave,47.8,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-16,Gaya Jn,01:15,01:17,01:20,01:22,203,130,Heatwave,47.8,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-16,Dhanbad Jn,03:00,03:15,03:05,03:20,199,105.7,Heatwave,47.8,N/A,N/A,Low,3,Speed restriction due to extreme heat (47.8°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-16,Howrah Jn,09:55,10:10,None,None,259,37.9,Heatwave,47.8,N/A,N/A,Low,5,Speed restriction due to extreme heat (47.8°C) - rail buckling risk
New Delhi Rajdhani Express (12302),2020-04-17,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,29.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-17,Kanpur Central,21:00,21:02,21:05,21:07,439,107.1,Clear,29.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-17,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,29.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-17,Gaya Jn,01:15,01:18,01:20,01:23,203,130,Clear,29.2,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-17,Dhanbad Jn,03:00,03:00,03:05,03:05,199,123.1,Clear,29.2,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-17,Howrah Jn,09:55,09:55,None,None,259,37.9,Clear,29.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-18,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,39.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-18,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Cloudy,39.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-18,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,39.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-18,Gaya Jn,01:15,01:19,01:20,01:24,203,130,Cloudy,39.5,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-18,Dhanbad Jn,03:00,03:03,03:05,03:08,199,120.6,Cloudy,39.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-18,Howrah Jn,09:55,09:57,None,None,259,38.0,Cloudy,39.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-19,New Delhi,None,None,16:55,16:56,N/A,N/A,Clear,29.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-19,Kanpur Central,21:00,21:04,21:05,21:09,439,106.2,Clear,29.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-19,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Clear,29.7,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2020-04-19,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,29.7,N/A,N/A,Low,1,None
New Delhi Rajdhani Express (12302),2020-04-19,Dhanbad Jn,03:00,03:02,03:05,03:07,199,118.2,Clear,29.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-19,Howrah Jn,09:55,09:57,None,None,259,37.9,Clear,29.7,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-20,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,46.1,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-20,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Heatwave,46.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-20,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Heatwave,46.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-20,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heatwave,46.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-20,Dhanbad Jn,03:00,03:01,03:05,03:06,199,118.2,Heatwave,46.1,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-20,Howrah Jn,09:55,09:57,None,None,259,37.8,Heatwave,46.1,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-21,New Delhi,None,None,16:55,16:57,N/A,N/A,Cloudy,38.6,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-21,Kanpur Central,21:00,21:02,21:05,21:07,439,107.5,Cloudy,38.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-21,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Cloudy,38.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-21,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,38.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-21,Dhanbad Jn,03:00,03:03,03:05,03:08,199,117.1,Cloudy,38.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-21,Howrah Jn,09:55,09:56,None,None,259,38.1,Cloudy,38.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-22,New Delhi,None,None,16:55,16:55,N/A,N/A,Clear,38.4,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-22,Kanpur Central,21:00,21:02,21:05,21:07,439,106.6,Clear,38.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-22,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Clear,38.4,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-22,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Clear,38.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-22,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Clear,38.4,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-22,Howrah Jn,09:55,09:55,None,None,259,38.0,Clear,38.4,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-23,New Delhi,None,None,16:55,16:57,N/A,N/A,Cloudy,39.7,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-23,Kanpur Central,21:00,21:00,21:05,21:05,439,108.4,Cloudy,39.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-23,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Cloudy,39.7,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-23,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,39.7,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-23,Dhanbad Jn,03:00,03:00,03:05,03:05,199,120.6,Cloudy,39.7,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-23,Howrah Jn,09:55,09:55,None,None,259,37.9,Cloudy,39.7,N/A,N/A,Low,5,None
New Delhi Rajdhani Express (12302),2020-04-24,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,46.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-24,Kanpur Central,21:00,21:01,21:05,21:06,439,107.1,Heatwave,46.5,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-24,Pt Deen Dayal Upadhyaya Jn,23:35,23:37,23:45,23:47,347,130,Heatwave,46.5,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-24,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Heatwave,46.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-24,Dhanbad Jn,03:00,03:02,03:05,03:07,199,117.1,Heatwave,46.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-24,Howrah Jn,09:55,09:56,None,None,259,38.0,Heatwave,46.5,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-25,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,38.2,16.1,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-25,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Thunderstorm,38.2,16.1,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-25,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,38.2,16.1,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-25,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Thunderstorm,38.2,16.1,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-25,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Thunderstorm,38.2,16.1,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-25,Howrah Jn,09:55,09:55,None,None,259,37.9,Thunderstorm,38.2,16.1,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-26,New Delhi,None,None,16:55,16:57,N/A,N/A,Thunderstorm,30.2,44.9,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-26,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Thunderstorm,30.2,44.9,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-26,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,30.2,44.9,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-26,Gaya Jn,01:15,01:25,01:20,01:30,203,123.0,Thunderstorm,30.2,44.9,N/A,Low,2,Crossing freight train
New Delhi Rajdhani Express (12302),2020-04-26,Dhanbad Jn,03:00,03:10,03:05,03:15,199,119.4,Thunderstorm,30.2,44.9,N/A,Low,1,Crossing freight train
New Delhi Rajdhani Express (12302),2020-04-26,Howrah Jn,09:55,10:03,None,None,259,38.1,Thunderstorm,30.2,44.9,N/A,Low,1,Crossing freight train
New Delhi Rajdhani Express (12302),2020-04-27,New Delhi,None,None,16:55,16:56,N/A,N/A,Thunderstorm,39.2,17.3,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-27,Kanpur Central,21:00,21:00,21:05,21:05,439,108.0,Thunderstorm,39.2,17.3,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-27,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Thunderstorm,39.2,17.3,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-27,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Thunderstorm,39.2,17.3,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-27,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Thunderstorm,39.2,17.3,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-27,Howrah Jn,09:55,11:15,None,None,259,31.8,Thunderstorm,39.2,17.3,N/A,High,5,Signal failure
New Delhi Rajdhani Express (12302),2020-04-28,New Delhi,None,None,16:55,16:56,N/A,N/A,Cloudy,37.2,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-28,Kanpur Central,21:00,21:01,21:05,21:06,439,107.5,Cloudy,37.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-28,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Cloudy,37.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-28,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Cloudy,37.2,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-28,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Cloudy,37.2,N/A,N/A,Low,4,None
New Delhi Rajdhani Express (12302),2020-04-28,Howrah Jn,09:55,09:56,None,None,259,37.9,Cloudy,37.2,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-29,New Delhi,None,None,16:55,16:57,N/A,N/A,Clear,35.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-29,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Clear,35.6,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-29,Pt Deen Dayal Upadhyaya Jn,23:35,23:35,23:45,23:45,347,130,Clear,35.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-29,Gaya Jn,01:15,01:15,01:20,01:20,203,130,Clear,35.6,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-29,Dhanbad Jn,03:00,03:00,03:05,03:05,199,119.4,Clear,35.6,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-29,Howrah Jn,09:55,09:55,None,None,259,37.9,Clear,35.6,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-04-30,New Delhi,None,None,16:55,16:57,N/A,N/A,Heatwave,45.3,N/A,N/A,None,5,None
New Delhi Rajdhani Express (12302),2020-04-30,Kanpur Central,21:00,21:01,21:05,21:06,439,108.0,Heatwave,45.3,N/A,N/A,None,1,None
New Delhi Rajdhani Express (12302),2020-04-30,Pt Deen Dayal Upadhyaya Jn,23:35,23:36,23:45,23:46,347,130,Heatwave,45.3,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-04-30,Gaya Jn,01:15,01:16,01:20,01:21,203,130,Heatwave,45.3,N/A,N/A,Low,3,None
New Delhi Rajdhani Express (12302),2020-04-30,Dhanbad Jn,03:00,03:01,03:05,03:06,199,119.4,Heatwave,45.3,N/A,N/A,None,4,None
New Delhi Rajdhani Express (12302),2020-04-30,Howrah Jn,09:55,09:55,None,None,259,38.0,Heatwave,45.3,N/A,N/A,None,3,None
New Delhi Rajdhani Express (12302),2020-05-01,New Delhi,None,None,16:55,16:55,N/A,N/A,Heatwave,47.8,N/A,N/A,None,2,None
New Delhi Rajdhani Express (12302),2020-05-01,Kanpur Central,21:00,21:00,21:05,21:05,439,107.5,Heatwave,47.8,N/A,N/A,None,4,None
